7,8,16,11,12,13,5,4,21,22,23,29,2,27_15,9,10,20,19,14,18,6,17,1,3,26,25,24:0.919458:7,8,16,11,12,13,5,4,21,22,23,29,2,27_15,9,10,20,19,14,18,6,17,1,3,26,25,24:0.919458
7,8,18,13,5,4,17,22,1,26,23,2,27,25_15,9,10,20,16,19,14,11,12,6,21,3,29,24:0.939372:7,8,18,13,5,4,17,22,1,26,23,2,27,25_15,9,10,20,16,19,14,11,12,6,21,3,29,24:0.939372
7,9,8,14,18,5,4,6,21,17,29,27,25,24_15,10,20,16,19,11,12,13,22,1,3,26,23,2:0.971389:7,9,8,14,18,5,4,6,21,17,29,27,25,24_15,10,20,16,19,11,12,13,22,1,3,26,23,2:0.971389
9,10,8,19,11,12,18,1,3,26,29,2,27,25_15,7,20,16,14,13,5,4,6,21,17,22,23,24:0.971442:9,10,8,19,11,12,18,1,3,26,29,2,27,25_15,7,20,16,14,13,5,4,6,21,17,22,23,24:0.971442
15,10,20,19,11,12,18,17,3,26,29,27,25,24_7,9,8,16,14,13,5,4,6,21,22,1,23,2:0.97146:15,10,20,19,11,12,18,17,3,26,29,27,25,24_7,9,8,16,14,13,5,4,6,21,22,1,23,2:0.97146
15,20,16,19,5,4,6,21,1,3,26,29,2,24_7,9,10,8,14,11,12,18,13,17,22,23,27,25:1:15,20,16,19,5,4,6,21,1,3,26,29,2,24_7,9,10,8,14,11,12,18,13,17,22,23,27,25:1
9,8,20,16,19,14,11,12,5,4,22,23,29,25_15,7,10,18,13,6,21,17,1,3,26,2,27,24:0.929788:9,8,20,16,19,14,11,12,5,4,22,23,29,25_15,7,10,18,13,6,21,17,1,3,26,2,27,24:0.929788
15,7,9,20,14,11,12,13,17,22,3,26,23,27_10,8,16,19,18,5,4,6,21,1,29,2,25,24:0.919397:15,7,9,20,14,11,12,13,17,22,3,26,23,27_10,8,16,19,18,5,4,6,21,1,29,2,25,24:0.919397
10,8,20,16,12,18,4,6,17,3,23,2,27,25_15,7,9,19,14,11,13,5,21,22,1,26,29,24:0.909033:10,8,20,16,12,18,4,6,17,3,23,2,27,25_15,7,9,19,14,11,13,5,21,22,1,26,29,24:0.909033
7,9,20,16,14,12,18,13,5,4,21,22,2,27_15,10,8,19,11,6,17,1,3,26,23,29,25,24:0.898521:7,9,20,16,14,12,18,13,5,4,21,22,2,27_15,10,8,19,11,6,17,1,3,26,23,29,25,24:0.898521
15,8,19,12,18,5,4,6,17,22,26,23,2,27_7,9,10,20,16,14,11,13,21,1,3,29,25,24:0.940068:15,8,19,12,18,5,4,6,17,22,26,23,2,27_7,9,10,20,16,14,11,13,21,1,3,29,25,24:0.940068
15,7,16,19,14,11,12,18,13,5,3,27,25,24_9,10,8,20,4,6,21,17,22,1,26,23,29,2:0.919304:15,7,16,19,14,11,12,18,13,5,3,27,25,24_9,10,8,20,4,6,21,17,22,1,26,23,29,2:0.919304
7,20,19,11,12,13,4,21,17,26,23,29,2,25_15,9,10,8,16,14,18,5,6,22,1,3,27,24:0.919375:7,20,19,11,12,13,4,21,17,26,23,29,2,25_15,9,10,8,16,14,18,5,6,22,1,3,27,24:0.919375
7,9,10,19,14,11,12,13,4,22,1,3,26,2_15,8,20,16,18,5,6,21,17,23,29,27,25,24:0.9391:7,9,10,19,14,11,12,13,4,22,1,3,26,2_15,8,20,16,18,5,6,21,17,23,29,27,25,24:0.9391
15,7,9,10,8,16,19,11,5,4,21,3,2,25_20,14,12,18,13,6,17,22,1,26,23,29,27,24:0.971203:15,7,9,10,8,16,19,11,5,4,21,3,2,25_20,14,12,18,13,6,17,22,1,26,23,29,27,24:0.971203
15,7,20,11,12,13,5,4,1,26,23,29,2,25_9,10,8,16,19,14,18,6,21,17,22,3,27,24:0.919446:15,7,20,11,12,13,5,4,1,26,23,29,2,25_9,10,8,16,19,14,18,6,21,17,22,3,27,24:0.919446
